,expedition_id,peak_id,peak_name,year,season,termination_reason,highpoint_metres,members,member_deaths,hired_staff,hired_staff_deaths,oxygen_used
3703,AMAD00325,AMAD,Ama Dablam,2000,Autumn,Success (main peak),6814.0,6,0,2,0,No
3704,AMAD00316,AMAD,Ama Dablam,2000,Autumn,Success (main peak),6814.0,2,0,0,0,No
3705,AMAD00402,AMAD,Ama Dablam,2000,Winter,Success (main peak),6814.0,7,0,1,0,No
3706,AMAD00403,AMAD,Ama Dablam,2000,Winter,Success (main peak),6814.0,13,0,3,0,No
3707,AMAD00401,AMAD,Ama Dablam,2000,Winter,Success (main peak),6814.0,8,0,2,0,Yes
3708,BARU00301,BARU,Baruntse,2000,Autumn,Success (main peak),7152.0,4,0,1,0,No
3709,BARU00302,BARU,Baruntse,2000,Autumn,Success (main peak),7152.0,2,0,2,0,No
3710,BARU00303,BARU,Baruntse,2000,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7100.0,4,0,2,0,No
3711,BARU00304,BARU,Baruntse,2000,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6950.0,6,0,3,1,No
3712,BARU00305,BARU,Baruntse,2000,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7000.0,5,0,0,0,No
3713,BARU00306,BARU,Baruntse,2000,Autumn,Success (main peak),7152.0,9,0,2,0,No
3714,BARU00307,BARU,Baruntse,2000,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6900.0,19,0,0,0,No
3715,CHMN00301,CHMN,Chamar North,2000,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5850.0,5,0,0,0,No
3716,CHOY00329,CHOY,Cho Oyu,2000,Autumn,"Bad weather (storms, high winds)",7100.0,1,0,0,0,No
3717,CHOY00301,CHOY,Cho Oyu,2000,Autumn,Success (main peak),8188.0,5,0,2,0,Yes
3718,CHOY00302,CHOY,Cho Oyu,2000,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8000.0,1,0,1,0,Yes
3719,CHOY00303,CHOY,Cho Oyu,2000,Autumn,"Bad weather (storms, high winds)",7800.0,6,0,1,0,No
3720,CHOY00304,CHOY,Cho Oyu,2000,Autumn,Success (main peak),8188.0,7,0,2,0,No
3721,CHOY00305,CHOY,Cho Oyu,2000,Autumn,"Bad weather (storms, high winds)",8170.0,2,0,0,0,No
3722,CHOY00306,CHOY,Cho Oyu,2000,Autumn,Lack (or loss) of supplies or equipment,7500.0,1,0,1,0,No
3723,CHOY00307,CHOY,Cho Oyu,2000,Autumn,Success (main peak),8188.0,12,0,1,0,No
3724,CHOY00308,CHOY,Cho Oyu,2000,Autumn,Success (main peak),8188.0,8,0,3,0,No
3725,CHOY00309,CHOY,Cho Oyu,2000,Autumn,Success (main peak),8188.0,4,0,0,0,No
3726,CHOY00310,CHOY,Cho Oyu,2000,Autumn,"Bad weather (storms, high winds)",7900.0,6,0,1,0,Yes
3727,CHOY00311,CHOY,Cho Oyu,2000,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7800.0,8,0,3,3,No
3728,CHOY00331,CHOY,Cho Oyu,2000,Autumn,Success (main peak),8188.0,13,0,3,0,No
3729,CHOY00313,CHOY,Cho Oyu,2000,Autumn,"Bad weather (storms, high winds)",8000.0,6,0,3,0,Yes
3730,CHOY00314,CHOY,Cho Oyu,2000,Autumn,Success (main peak),8188.0,15,0,2,0,No
3731,CHOY00315,CHOY,Cho Oyu,2000,Autumn,Success (main peak),8188.0,7,0,3,0,No
3732,CHOY00316,CHOY,Cho Oyu,2000,Autumn,Success (main peak),8188.0,16,0,0,0,No
3733,CHOY00317,CHOY,Cho Oyu,2000,Autumn,"Bad weather (storms, high winds)",7800.0,5,0,0,0,No
3734,CHOY00318,CHOY,Cho Oyu,2000,Autumn,Success (main peak),8188.0,10,0,0,0,No
3735,CHOY00319,CHOY,Cho Oyu,2000,Autumn,Success (main peak),8188.0,1,0,0,0,No
3736,CHOY00320,CHOY,Cho Oyu,2000,Autumn,"Bad weather (storms, high winds)",7150.0,2,0,0,0,No
3737,CHOY00321,CHOY,Cho Oyu,2000,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8070.0,1,0,1,0,No
3738,CHOY00322,CHOY,Cho Oyu,2000,Autumn,Success (main peak),8188.0,12,0,5,0,Yes
3739,CHOY00323,CHOY,Cho Oyu,2000,Autumn,Success (main peak),8188.0,6,1,0,0,Yes
3740,CHOY00324,CHOY,Cho Oyu,2000,Autumn,Success (main peak),8188.0,21,0,2,0,No
3741,CHOY00325,CHOY,Cho Oyu,2000,Autumn,"Bad weather (storms, high winds)",8000.0,6,0,0,0,Yes
3742,CHOY00326,CHOY,Cho Oyu,2000,Autumn,Success (main peak),8188.0,7,0,3,0,No
3743,CHOY00327,CHOY,Cho Oyu,2000,Autumn,Success (main peak),8188.0,2,0,0,0,No
3744,CHOY00328,CHOY,Cho Oyu,2000,Autumn,"Bad weather (storms, high winds)",7100.0,2,0,1,0,No
3745,CHOY00330,CHOY,Cho Oyu,2000,Autumn,Success (main peak),8188.0,4,0,1,0,No
3746,CHOL00301,CHOL,Cholatse,2000,Autumn,Success (main peak),6440.0,4,0,0,0,No
3747,DORJ00301,DORJ,Dorje Lhakpa,2000,Autumn,Success (main peak),6966.0,7,0,3,0,No
3748,DORJ00302,DORJ,Dorje Lhakpa,2000,Autumn,Accident (death or serious injury),6500.0,4,1,1,0,No
3749,DORJ00303,DORJ,Dorje Lhakpa,2000,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6350.0,9,0,3,0,No
3750,EVER00301,EVER,Everest,2000,Autumn,Success (main peak),8850.0,8,0,4,0,Yes
3751,EVER00302,EVER,Everest,2000,Autumn,Success (main peak),8850.0,14,0,8,0,Yes
3752,EVER00303,EVER,Everest,2000,Autumn,Success (main peak),8850.0,8,0,8,0,Yes
3753,EVER00304,EVER,Everest,2000,Autumn,"Bad weather (storms, high winds)",8500.0,14,0,4,0,Yes
3754,GAN100301,GAN1,Ganesh I,2000,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7100.0,6,0,1,0,No
3755,HIML00301,HIML,Himlung Himal,2000,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6350.0,6,0,2,0,No
3756,JANU00301,JANU,Jannu,2000,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5850.0,3,0,0,0,No
3757,JONG00301,JONG,Jongsang,2000,Autumn,Accident (death or serious injury),7350.0,12,1,0,0,No
3758,KANG00301,KANG,Kangchenjunga,2000,Autumn,"Bad weather (storms, high winds)",7400.0,6,0,2,0,No
3759,KGUR00301,KGUR,Kang Guru,2000,Autumn,Success (main peak),6981.0,9,0,4,0,No
3760,KTEG00301,KTEG,Kangtega,2000,Autumn,"Bad weather (storms, high winds)",6200.0,6,0,0,0,No
3761,LHOT00301,LHOT,Lhotse,2000,Autumn,Success (main peak),8516.0,1,0,0,0,No
3762,LHOT00302,LHOT,Lhotse,2000,Autumn,Success (main peak),8516.0,7,0,8,0,Yes
3763,LHOT00303,LHOT,Lhotse,2000,Autumn,"Bad weather (storms, high winds)",7000.0,21,1,2,0,No
3764,LSIS00301,LSIS,Langshisa Ri,2000,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6175.0,6,0,1,0,No
3765,MAKA00401,MAKA,Makalu,2000,Winter,"Bad weather (storms, high winds)",7100.0,11,0,0,0,No
3766,MANA00301,MANA,Manaslu,2000,Autumn,Other,6100.0,6,0,2,0,No
3767,PUMO00301,PUMO,Pumori,2000,Autumn,Success (main peak),7138.0,5,0,0,0,No
3768,PUMO00302,PUMO,Pumori,2000,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6200.0,4,0,1,0,No
3769,PUMO00303,PUMO,Pumori,2000,Autumn,Success (main peak),7138.0,11,0,2,0,No
3770,PUMO00304,PUMO,Pumori,2000,Autumn,Success (main peak),7138.0,6,0,0,0,No
3771,PUTH00303,PUTH,Putha Hiunchuli,2000,Autumn,Success (main peak),7246.0,8,0,2,0,No
3772,RATC00301,RATC,Ratna Chuli,2000,Autumn,Success (main peak),7035.0,11,0,5,0,No
3773,TILI00305,TILI,Tilicho,2000,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",5700.0,6,0,3,0,No
3774,CHOY00312,CHOY,Cho Oyu,2000,Autumn,"Bad weather (storms, high winds)",7800.0,7,0,3,0,No
3775,LHOT00304,LHOT,Lhotse,2000,Autumn,Success (main peak),8516.0,3,0,8,0,Yes
3776,KIRA00301,KIRA,Kirat Chuli,2000,Autumn,Accident (death or serious injury),6900.0,3,0,0,0,No
3777,PYRM00301,PYRM,Pyramid Peak,2000,Autumn,Accident (death or serious injury),5600.0,3,0,0,0,No
3778,IMJA55101,IMJA,Imjatse,1955,Spring,Success (subpeak),6100.0,2,0,0,0,No
3779,AMAD01101,AMAD,Ama Dablam,2001,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6200.0,5,0,0,0,No
3780,AMAD01102,AMAD,Ama Dablam,2001,Spring,"Illness, AMS, exhaustion, or frostbite",6100.0,3,0,1,0,No
3781,AMAD01103,AMAD,Ama Dablam,2001,Spring,"Bad weather (storms, high winds)",6300.0,7,0,0,0,No
3782,AMAD01104,AMAD,Ama Dablam,2001,Spring,Success (main peak),6814.0,7,0,2,0,No
3783,AMAD01105,AMAD,Ama Dablam,2001,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6600.0,1,0,4,0,No
3784,AMAD01106,AMAD,Ama Dablam,2001,Spring,Success (main peak),6814.0,6,0,1,0,No
3785,BARU01101,BARU,Baruntse,2001,Spring,Success (main peak),7152.0,8,0,0,0,No
3786,BARU01102,BARU,Baruntse,2001,Spring,Lack (or loss) of supplies or equipment,6100.0,3,0,1,0,No
3787,BARU01103,BARU,Baruntse,2001,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6900.0,12,0,2,0,No
3788,CHOY01118,CHOY,Cho Oyu,2001,Spring,"Bad weather (storms, high winds)",7350.0,7,0,0,0,Yes
3789,CHOY01101,CHOY,Cho Oyu,2001,Spring,"Bad weather (storms, high winds)",8100.0,5,0,0,0,No
3790,CHOY01102,CHOY,Cho Oyu,2001,Spring,Success (main peak),8188.0,2,0,0,0,No
3791,CHOY01103,CHOY,Cho Oyu,2001,Spring,Success (main peak),8188.0,7,0,2,0,No
3792,CHOY01104,CHOY,Cho Oyu,2001,Spring,Success (main peak),8188.0,12,0,6,0,No
3793,CHOY01105,CHOY,Cho Oyu,2001,Spring,Success (main peak),8188.0,14,0,0,0,Yes
3794,CHOY01106,CHOY,Cho Oyu,2001,Spring,Success (main peak),8188.0,15,0,3,0,No
3795,CHOY01107,CHOY,Cho Oyu,2001,Spring,Success (main peak),8188.0,2,0,0,0,No
3796,CHOY01108,CHOY,Cho Oyu,2001,Spring,Other,7600.0,2,0,2,0,Yes
3797,CHOY01109,CHOY,Cho Oyu,2001,Spring,Success (main peak),8188.0,10,0,3,0,Yes
3798,CHOY01110,CHOY,Cho Oyu,2001,Spring,Success (main peak),8188.0,7,0,3,0,No
3799,CHOY01111,CHOY,Cho Oyu,2001,Spring,Success (main peak),8188.0,10,0,0,0,No
3800,CHOY01112,CHOY,Cho Oyu,2001,Spring,"Illness, AMS, exhaustion, or frostbite",7600.0,2,0,1,0,No
3801,CHOY01113,CHOY,Cho Oyu,2001,Spring,"Bad weather (storms, high winds)",7030.0,1,0,0,0,No
3802,CHOY01114,CHOY,Cho Oyu,2001,Spring,"Bad weather (storms, high winds)",7100.0,2,0,1,0,No
3803,CHOY01115,CHOY,Cho Oyu,2001,Spring,"Bad weather (storms, high winds)",7400.0,6,0,3,0,No
3804,CHOY01116,CHOY,Cho Oyu,2001,Spring,Other,6300.0,1,0,1,0,No
3805,CHOY01117,CHOY,Cho Oyu,2001,Spring,"Bad weather (storms, high winds)",7400.0,10,0,0,0,No
3806,CHOY82302,CHOY,Cho Oyu,1982,Autumn,Lack (or loss) of supplies or equipment,6800.0,2,0,0,0,No
3807,EVER01151,EVER,Everest,2001,Spring,"Illness, AMS, exhaustion, or frostbite",7950.0,4,0,1,0,No
3808,EVER01101,EVER,Everest,2001,Spring,Success (main peak),8850.0,3,0,4,1,Yes
3809,EVER01102,EVER,Everest,2001,Spring,Success (main peak),8850.0,3,0,7,0,Yes
3810,EVER01103,EVER,Everest,2001,Spring,Success (main peak),8850.0,2,0,1,0,Yes
3811,EVER01104,EVER,Everest,2001,Spring,"Bad weather (storms, high winds)",8500.0,1,0,1,0,Yes
3812,EVER01105,EVER,Everest,2001,Spring,Success (main peak),8850.0,8,0,12,0,Yes
3813,EVER01106,EVER,Everest,2001,Spring,Success (main peak),8850.0,8,0,5,0,Yes
3814,EVER01107,EVER,Everest,2001,Spring,Success (main peak),8850.0,5,0,8,0,Yes
3815,EVER01108,EVER,Everest,2001,Spring,Success (main peak),8850.0,7,0,6,0,Yes
3816,EVER01109,EVER,Everest,2001,Spring,Success (main peak),8850.0,17,0,15,0,Yes
3817,EVER01110,EVER,Everest,2001,Spring,Success (main peak),8850.0,5,0,12,0,Yes
3818,EVER01111,EVER,Everest,2001,Spring,"Illness, AMS, exhaustion, or frostbite",7300.0,2,0,3,0,Yes
3819,EVER01112,EVER,Everest,2001,Spring,Accident (death or serious injury),8500.0,1,1,1,0,Yes
3820,EVER01113,EVER,Everest,2001,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",8750.0,7,0,4,0,Yes
3821,EVER01114,EVER,Everest,2001,Spring,"Bad weather (storms, high winds)",7360.0,5,0,3,0,Yes
3822,EVER01115,EVER,Everest,2001,Spring,Lack (or loss) of supplies or equipment,7100.0,1,0,2,0,No
3823,EVER01116,EVER,Everest,2001,Spring,Success (main peak),8850.0,5,0,2,0,Yes
3824,EVER01117,EVER,Everest,2001,Spring,Success (main peak),8850.0,1,0,1,0,Yes
3825,EVER01118,EVER,Everest,2001,Spring,Success (main peak),8850.0,3,0,3,0,Yes
3826,EVER01119,EVER,Everest,2001,Spring,Success (main peak),8850.0,9,0,5,0,Yes
3827,EVER01120,EVER,Everest,2001,Spring,Success (main peak),8850.0,6,0,4,0,Yes
3828,EVER01121,EVER,Everest,2001,Spring,Success (main peak),8850.0,20,0,13,0,Yes
3829,EVER01122,EVER,Everest,2001,Spring,Success (main peak),8850.0,12,0,3,0,Yes
3830,EVER01123,EVER,Everest,2001,Spring,Success (main peak),8850.0,7,0,1,0,Yes
3831,EVER01124,EVER,Everest,2001,Spring,Other,8300.0,4,0,0,0,Yes
3832,EVER01125,EVER,Everest,2001,Spring,Did not attempt climb,7000.0,12,0,0,0,No
3833,EVER01126,EVER,Everest,2001,Spring,Success (main peak),8850.0,2,1,1,0,Yes
3834,EVER01127,EVER,Everest,2001,Spring,Lack (or loss) of supplies or equipment,7800.0,5,0,0,0,No
3835,EVER01128,EVER,Everest,2001,Spring,Lack (or loss) of supplies or equipment,8700.0,11,0,19,0,Yes
3836,EVER01129,EVER,Everest,2001,Spring,Success (main peak),8850.0,2,0,4,0,Yes
3837,EVER01130,EVER,Everest,2001,Spring,Success (main peak),8850.0,14,0,4,0,Yes
3838,EVER01131,EVER,Everest,2001,Spring,Success (main peak),8850.0,25,0,8,0,Yes
3839,EVER01132,EVER,Everest,2001,Spring,"Illness, AMS, exhaustion, or frostbite",8500.0,2,0,0,0,No
3840,EVER01133,EVER,Everest,2001,Spring,Success (main peak),8850.0,1,0,1,0,Yes
3841,EVER01134,EVER,Everest,2001,Spring,Success (main peak),8850.0,13,0,3,0,Yes
3842,EVER01135,EVER,Everest,2001,Spring,Success (main peak),8850.0,11,0,12,0,Yes
3843,EVER01136,EVER,Everest,2001,Spring,Success (main peak),8850.0,15,0,4,0,Yes
3844,EVER01137,EVER,Everest,2001,Spring,Success (main peak),8850.0,3,0,2,0,Yes
3845,EVER01138,EVER,Everest,2001,Spring,"Bad weather (storms, high winds)",8300.0,5,0,1,0,No
3846,EVER01139,EVER,Everest,2001,Spring,"Bad weather (storms, high winds)",8300.0,2,0,0,0,No
3847,EVER01140,EVER,Everest,2001,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7300.0,2,0,2,0,No
3848,EVER01141,EVER,Everest,2001,Spring,Success (main peak),8850.0,3,0,0,0,Yes
3849,EVER01142,EVER,Everest,2001,Spring,Success (main peak),8850.0,2,0,1,0,Yes
3850,EVER01144,EVER,Everest,2001,Spring,"Illness, AMS, exhaustion, or frostbite",7800.0,5,0,2,0,No
3851,EVER01145,EVER,Everest,2001,Spring,Success (main peak),8850.0,6,0,3,0,Yes
3852,EVER01146,EVER,Everest,2001,Spring,"Bad weather (storms, high winds)",8500.0,5,0,30,0,Yes
3853,EVER01147,EVER,Everest,2001,Spring,Success (main peak),8850.0,10,0,2,0,Yes
3854,EVER01148,EVER,Everest,2001,Spring,Success (main peak),8850.0,13,1,0,0,Yes
3855,EVER01149,EVER,Everest,2001,Spring,"Bad weather (storms, high winds)",6900.0,12,0,5,0,No
3856,EVER01150,EVER,Everest,2001,Spring,Success (main peak),8850.0,14,0,7,0,Yes
3857,EVER01143,EVER,Everest,2001,Spring,Success (main peak),8850.0,2,0,0,0,Yes
3858,GANC01101,GANC,Ganchenpo,2001,Spring,"Route technically too difficult, lack of experience, strength, or motivation",5550.0,3,0,0,0,No
3859,HIML01101,HIML,Himlung Himal,2001,Spring,Success (main peak),7126.0,10,0,2,0,No
3860,KTOK99201,KTOK,Kangtokal,1999,Summer,Did not attempt climb,7408.9238190954775,5,0,0,0,No
3861,KANG01101,KANG,Kangchenjunga,2001,Spring,Success (main peak),8586.0,9,0,0,0,Yes
3862,LHOT01101,LHOT,Lhotse,2001,Spring,Success (main peak),8516.0,11,0,0,0,Yes
3863,LHOT01102,LHOT,Lhotse,2001,Spring,Success (main peak),8516.0,2,0,0,0,No
3864,LHOT01103,LHOT,Lhotse,2001,Spring,Success (main peak),8516.0,7,0,1,0,Yes
3865,LHOT01104,LHOT,Lhotse,2001,Spring,Success (main peak),8516.0,6,0,4,0,No
3866,LHOT01105,LHOT,Lhotse,2001,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7600.0,1,0,0,0,No
3867,LHOT01106,LHOT,Lhotse,2001,Spring,Success (main peak),8516.0,1,0,0,0,Yes
3868,LHOT01107,LHOT,Lhotse,2001,Spring,Success (main peak),8516.0,1,0,1,0,Yes
3869,LHOT01108,LHOT,Lhotse,2001,Spring,Success (main peak),8516.0,6,0,2,0,Yes
3870,LHOM01101,LHOM,Lhotse Middle,2001,Spring,Success (main peak),8410.0,15,0,4,0,Yes
3871,LHOT01110,LHOT,Lhotse,2001,Spring,Success (main peak),8516.0,5,0,4,0,Yes
3872,LHOT01109,LHOT,Lhotse,2001,Spring,Did not attempt climb,6100.0,4,0,1,0,No
3873,LSHR01101,LSHR,Lhotse Shar,2001,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7500.0,5,0,5,0,No
3874,MAKA01101,MAKA,Makalu,2001,Spring,Success (main peak),8485.0,8,0,2,0,No
3875,MAKA01102,MAKA,Makalu,2001,Spring,Accident (death or serious injury),8400.0,1,1,0,0,No
3876,MAKA01103,MAKA,Makalu,2001,Spring,"Bad weather (storms, high winds)",7000.0,7,0,0,0,No
3877,MAKA01104,MAKA,Makalu,2001,Spring,"Bad weather (storms, high winds)",8330.0,8,0,3,0,No
3878,MAKA01105,MAKA,Makalu,2001,Spring,Success (main peak),8485.0,9,0,4,0,Yes
3879,MAKA01106,MAKA,Makalu,2001,Spring,Success (main peak),8485.0,11,0,2,0,No
3880,MAKA01107,MAKA,Makalu,2001,Spring,Success (main peak),8485.0,10,0,2,0,No
3881,MAKA01108,MAKA,Makalu,2001,Spring,Success (main peak),8485.0,7,0,0,0,Yes
3882,MAKA01110,MAKA,Makalu,2001,Spring,Success (main peak),8485.0,6,0,2,0,No
3883,MAKA01109,MAKA,Makalu,2001,Spring,"Illness, AMS, exhaustion, or frostbite",8440.0,15,0,4,0,Yes
3884,MANA01101,MANA,Manaslu,2001,Spring,"Bad weather (storms, high winds)",7500.0,2,0,3,0,No
3885,MANA01102,MANA,Manaslu,2001,Spring,"Bad weather (storms, high winds)",7450.0,9,0,0,0,No
3886,MANA01103,MANA,Manaslu,2001,Spring,Success (main peak),8163.0,15,0,0,0,No
3887,PUMO01101,PUMO,Pumori,2001,Spring,Success (main peak),7138.0,5,0,1,0,No
3888,RAKS01101,RAKS,Raksha Urai,2001,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",5800.0,5,0,0,0,No
3889,SIMN01101,SIMN,Simnang Himal,2001,Spring,Success (main peak),6251.0,4,0,0,0,No
3890,TILI01101,TILI,Tilicho,2001,Spring,Success (main peak),7134.0,4,0,3,0,No
3891,PUMO01102,PUMO,Pumori,2001,Spring,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6400.0,5,0,0,0,No
3892,TILI00306,TILI,Tilicho,2000,Autumn,Success (subpeak),6646.0,2,0,0,0,No
3893,FIRW87301,FIRW,Firnkopf West,1987,Autumn,Success (main peak),6745.0,3,0,2,0,No
3894,URKM99101,URKM,Urkinmang,1999,Spring,Success (main peak),6143.0,3,0,1,0,No
3895,AMAD98332,AMAD,Ama Dablam,1998,Autumn,Success (main peak),6814.0,1,0,0,0,No
3896,AMAD99321,AMAD,Ama Dablam,1999,Autumn,Success (main peak),6814.0,1,0,0,0,No
3897,DHA101304,DHA1,Dhaulagiri I,2001,Autumn,Success (main peak),8167.0,4,3,0,0,No
3898,TENG00301,TENG,Tengkoma,2000,Autumn,Success (main peak),6215.0,3,0,0,0,No
3899,AMAD01301,AMAD,Ama Dablam,2001,Autumn,Success (main peak),6814.0,8,0,0,0,No
3900,AMAD01302,AMAD,Ama Dablam,2001,Autumn,Success (main peak),6814.0,5,0,1,0,No
3901,AMAD01303,AMAD,Ama Dablam,2001,Autumn,Success (main peak),6814.0,7,0,3,0,No
3902,AMAD01304,AMAD,Ama Dablam,2001,Autumn,Success (main peak),6814.0,6,0,2,0,No
3903,AMAD01305,AMAD,Ama Dablam,2001,Autumn,Success (main peak),6814.0,6,0,3,0,No
3904,AMAD01306,AMAD,Ama Dablam,2001,Autumn,Success (main peak),6814.0,2,0,2,0,No
3905,AMAD01307,AMAD,Ama Dablam,2001,Autumn,Success (main peak),6814.0,12,0,3,0,No
3906,AMAD01308,AMAD,Ama Dablam,2001,Autumn,Success (main peak),6814.0,3,0,0,0,No
3907,AMAD01309,AMAD,Ama Dablam,2001,Autumn,Success (main peak),6814.0,3,0,1,0,No
3908,AMAD01310,AMAD,Ama Dablam,2001,Autumn,Success (main peak),6814.0,7,0,1,0,No
3909,AMAD01311,AMAD,Ama Dablam,2001,Autumn,Success (main peak),6814.0,15,0,4,0,No
3910,AMAD01312,AMAD,Ama Dablam,2001,Autumn,Success (main peak),6814.0,5,0,0,0,No
3911,AMAD01313,AMAD,Ama Dablam,2001,Autumn,Success (main peak),6814.0,7,0,1,0,No
3912,AMAD01314,AMAD,Ama Dablam,2001,Autumn,Success (main peak),6814.0,6,0,0,0,No
3913,AMAD01315,AMAD,Ama Dablam,2001,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6100.0,4,0,1,0,No
3914,AMAD01316,AMAD,Ama Dablam,2001,Autumn,Lack of time,6200.0,6,0,0,0,No
3915,AMAD01317,AMAD,Ama Dablam,2001,Autumn,Success (main peak),6814.0,3,0,3,0,No
3916,AMAD01402,AMAD,Ama Dablam,2001,Winter,"Route technically too difficult, lack of experience, strength, or motivation",6500.0,4,0,0,0,No
3917,AMAD01401,AMAD,Ama Dablam,2001,Winter,Success (main peak),6814.0,8,0,2,0,No
3918,ANN301301,ANN3,Annapurna III,2001,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",6100.0,4,0,0,0,No
3919,ANN401301,ANN4,Annapurna IV,2001,Autumn,"Bad weather (storms, high winds)",7000.0,8,0,3,0,No
3920,ANN401302,ANN4,Annapurna IV,2001,Autumn,"Route technically too difficult, lack of experience, strength, or motivation",5900.0,4,0,0,0,No
3921,ANN401303,ANN4,Annapurna IV,2001,Autumn,Success (main peak),7525.0,6,0,3,0,No
3922,APIM01301,APIM,Api Main,2001,Autumn,Success (main peak),7132.0,6,0,0,0,Yes
3923,BARU01301,BARU,Baruntse,2001,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7000.0,5,0,1,0,No
3924,BARU01302,BARU,Baruntse,2001,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6950.0,12,0,2,0,No
3925,BARU01303,BARU,Baruntse,2001,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6000.0,2,0,0,0,No
3926,BARU01304,BARU,Baruntse,2001,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7000.0,8,0,2,0,No
3927,BARU01305,BARU,Baruntse,2001,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6800.0,6,0,2,0,No
3928,BARU01306,BARU,Baruntse,2001,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",7000.0,9,0,4,0,No
3929,BARU01308,BARU,Baruntse,2001,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6155.0,19,0,0,0,No
3930,BARU01307,BARU,Baruntse,2001,Autumn,"Bad conditions (deep snow, avalanching, falling ice, or rock)",6700.0,4,0,0,0,No
3931,CHOY01324,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,1,0,3,0,Yes
3932,CHOY01301,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,1,0,1,0,No
3933,CHOY01302,CHOY,Cho Oyu,2001,Autumn,"Bad weather (storms, high winds)",8150.0,1,0,1,0,No
3934,CHOY01303,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,10,1,3,0,Yes
3935,CHOY01304,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,3,0,3,0,Yes
3936,CHOY01305,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,3,0,3,0,No
3937,CHOY01306,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,2,0,3,0,No
3938,CHOY01307,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,7,0,3,0,Yes
3939,CHOY01308,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,10,0,3,0,No
3940,CHOY01309,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,11,0,3,0,No
3941,CHOY01310,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,8,0,1,0,No
3942,CHOY01311,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,3,0,5,0,Yes
3943,CHOY01312,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,4,0,3,0,Yes
3944,CHOY01313,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,5,0,4,0,Yes
3945,CHOY01315,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,2,0,0,0,No
3946,CHOY01317,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,1,0,0,0,No
3947,CHOY01316,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,7,0,3,0,No
3948,CHOY01319,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,1,0,0,0,No
3949,CHOY01320,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,3,0,1,0,No
3950,CHOY01321,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,2,0,1,0,Yes
3951,CHOY01322,CHOY,Cho Oyu,2001,Autumn,Success (main peak),8188.0,2,0,3,0,No
